disease,antecedent,consequent,support,confidence
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever"," dark_urine,  vomiting",0.65,0.867
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  vomiting"," high_fever,  dark_urine",0.65,0.867
Jaundice,"itching,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting"," fatigue,  dark_urine",0.65,0.867
Jaundice," fatigue,  dark_urine,  yellowish_skin,  high_fever,  vomiting","itching,  abdominal_pain",0.65,0.867
Jaundice,"itching,  fatigue,  dark_urine,  high_fever,  vomiting"," abdominal_pain,  yellowish_skin",0.65,0.867
Jaundice,"itching,  fatigue,  dark_urine,  yellowish_skin,  high_fever"," abdominal_pain,  vomiting",0.65,0.867
Jaundice,"itching,  fatigue,  dark_urine,  yellowish_skin,  vomiting"," high_fever,  abdominal_pain",0.65,0.867
Jaundice,"itching,  dark_urine,  yellowish_skin,  high_fever,  vomiting"," fatigue,  abdominal_pain",0.65,0.867
Jaundice,"itching,  fatigue,  yellowish_skin,  high_fever,  vomiting"," dark_urine,  abdominal_pain",0.65,0.867
Jaundice," fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting",itching,0.65,0.929
Jaundice,"itching,  fatigue,  dark_urine,  abdominal_pain,  high_fever,  vomiting", yellowish_skin,0.65,0.929
Jaundice,"itching,  fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever", vomiting,0.65,0.929
Jaundice,"itching,  fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  vomiting", high_fever,0.65,0.929
Jaundice,"itching,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting", fatigue,0.65,0.929
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting", dark_urine,0.65,0.929
Jaundice,"itching,  fatigue,  dark_urine,  yellowish_skin,  high_fever,  vomiting", abdominal_pain,0.65,0.929
Jaundice, abdominal_pain,"itching,  fatigue,  yellowish_skin,  high_fever,  weight_loss,  vomiting",0.65,0.684
Jaundice, fatigue,"itching,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss,  vomiting",0.65,0.684
Jaundice, high_fever,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  weight_loss,  vomiting",0.65,0.684
Jaundice, vomiting,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.684
Jaundice, weight_loss,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting",0.65,0.684
Jaundice, yellowish_skin,"itching,  fatigue,  abdominal_pain,  high_fever,  weight_loss,  vomiting",0.65,0.684
Jaundice,itching," fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss,  vomiting",0.65,0.684
Jaundice," fatigue,  abdominal_pain","itching,  yellowish_skin,  high_fever,  weight_loss,  vomiting",0.65,0.722
Jaundice," high_fever,  abdominal_pain","itching,  fatigue,  yellowish_skin,  weight_loss,  vomiting",0.65,0.722
Jaundice," abdominal_pain,  vomiting","itching,  fatigue,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," weight_loss,  abdominal_pain","itching,  fatigue,  yellowish_skin,  high_fever,  vomiting",0.65,0.722
Jaundice," abdominal_pain,  yellowish_skin","itching,  fatigue,  high_fever,  weight_loss,  vomiting",0.65,0.722
Jaundice,"itching,  abdominal_pain"," fatigue,  yellowish_skin,  high_fever,  weight_loss,  vomiting",0.65,0.722
Jaundice," high_fever,  fatigue","itching,  abdominal_pain,  yellowish_skin,  weight_loss,  vomiting",0.65,0.722
Jaundice," fatigue,  vomiting","itching,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," fatigue,  weight_loss","itching,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting",0.65,0.722
Jaundice," fatigue,  yellowish_skin","itching,  abdominal_pain,  high_fever,  weight_loss,  vomiting",0.65,0.722
Jaundice,"itching,  fatigue"," abdominal_pain,  yellowish_skin,  high_fever,  weight_loss,  vomiting",0.65,0.722
Jaundice," high_fever,  vomiting","itching,  fatigue,  abdominal_pain,  yellowish_skin,  weight_loss",0.65,0.722
Jaundice," high_fever,  weight_loss","itching,  fatigue,  abdominal_pain,  yellowish_skin,  vomiting",0.65,0.722
Jaundice," high_fever,  yellowish_skin","itching,  fatigue,  abdominal_pain,  weight_loss,  vomiting",0.65,0.722
Jaundice," high_fever, itching"," fatigue,  abdominal_pain,  yellowish_skin,  weight_loss,  vomiting",0.65,0.722
Jaundice," weight_loss,  vomiting","itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever",0.65,0.722
Jaundice," yellowish_skin,  vomiting","itching,  fatigue,  abdominal_pain,  high_fever,  weight_loss",0.65,0.722
Jaundice,"itching,  vomiting"," fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," weight_loss,  yellowish_skin","itching,  fatigue,  abdominal_pain,  high_fever,  vomiting",0.65,0.722
Jaundice,"itching,  weight_loss"," fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting",0.65,0.722
Jaundice,"itching,  yellowish_skin"," fatigue,  abdominal_pain,  high_fever,  weight_loss,  vomiting",0.65,0.722
Jaundice," high_fever,  fatigue,  abdominal_pain","itching,  weight_loss,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," fatigue,  abdominal_pain,  vomiting"," high_fever,  weight_loss, itching,  yellowish_skin",0.65,0.765
Jaundice," fatigue,  weight_loss,  abdominal_pain"," high_fever, itching,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," fatigue,  abdominal_pain,  yellowish_skin"," high_fever,  weight_loss, itching,  vomiting",0.65,0.765
Jaundice,"itching,  fatigue,  abdominal_pain"," high_fever,  weight_loss,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," high_fever,  abdominal_pain,  vomiting","itching,  fatigue,  weight_loss,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  weight_loss,  abdominal_pain","itching,  fatigue,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," high_fever,  abdominal_pain,  yellowish_skin","itching,  fatigue,  weight_loss,  vomiting",0.65,0.765
Jaundice," high_fever,  abdominal_pain, itching"," fatigue,  weight_loss,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," weight_loss,  abdominal_pain,  vomiting"," high_fever,  fatigue, itching,  yellowish_skin",0.65,0.765
Jaundice," abdominal_pain,  yellowish_skin,  vomiting"," high_fever,  fatigue,  weight_loss, itching",0.65,0.765
Jaundice,"itching,  abdominal_pain,  vomiting"," high_fever,  fatigue,  weight_loss,  yellowish_skin",0.65,0.765
Jaundice," weight_loss,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue, itching,  vomiting",0.65,0.765
Jaundice,"itching,  weight_loss,  abdominal_pain"," high_fever,  fatigue,  yellowish_skin,  vomiting",0.65,0.765
Jaundice,"itching,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue,  weight_loss,  vomiting",0.65,0.765
Jaundice," high_fever,  fatigue,  vomiting","itching,  weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  fatigue,  weight_loss","itching,  abdominal_pain,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," high_fever,  fatigue,  yellowish_skin","itching,  weight_loss,  abdominal_pain,  vomiting",0.65,0.765
Jaundice," high_fever,  fatigue, itching"," weight_loss,  abdominal_pain,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," fatigue,  weight_loss,  vomiting"," high_fever,  abdominal_pain,  yellowish_skin, itching",0.65,0.765
Jaundice," fatigue,  yellowish_skin,  vomiting"," high_fever,  weight_loss,  abdominal_pain, itching",0.65,0.765
Jaundice,"itching,  fatigue,  vomiting"," high_fever,  weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," fatigue,  weight_loss,  yellowish_skin"," high_fever,  abdominal_pain, itching,  vomiting",0.65,0.765
Jaundice,"itching,  fatigue,  weight_loss"," high_fever,  abdominal_pain,  yellowish_skin,  vomiting",0.65,0.765
Jaundice,"itching,  fatigue,  yellowish_skin"," high_fever,  weight_loss,  abdominal_pain,  vomiting",0.65,0.765
Jaundice," high_fever,  weight_loss,  vomiting","itching,  fatigue,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  yellowish_skin,  vomiting","itching,  fatigue,  weight_loss,  abdominal_pain",0.65,0.765
Jaundice," high_fever, itching,  vomiting"," fatigue,  weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  weight_loss,  yellowish_skin","itching,  fatigue,  abdominal_pain,  vomiting",0.65,0.765
Jaundice," high_fever,  weight_loss, itching"," fatigue,  abdominal_pain,  yellowish_skin,  vomiting",0.65,0.765
Jaundice," high_fever, itching,  yellowish_skin"," fatigue,  weight_loss,  abdominal_pain,  vomiting",0.65,0.765
Jaundice," weight_loss,  yellowish_skin,  vomiting"," high_fever,  fatigue,  abdominal_pain, itching",0.65,0.765
Jaundice,"itching,  weight_loss,  vomiting"," high_fever,  fatigue,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice,"itching,  yellowish_skin,  vomiting"," high_fever,  fatigue,  weight_loss,  abdominal_pain",0.65,0.765
Jaundice,"itching,  weight_loss,  yellowish_skin"," high_fever,  fatigue,  abdominal_pain,  vomiting",0.65,0.765
Jaundice," high_fever,  fatigue,  abdominal_pain,  vomiting","itching,  weight_loss,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  fatigue,  weight_loss,  abdominal_pain","itching,  yellowish_skin,  vomiting",0.65,0.812
Jaundice," high_fever,  fatigue,  abdominal_pain,  yellowish_skin","itching,  weight_loss,  vomiting",0.65,0.812
Jaundice," high_fever,  fatigue,  abdominal_pain, itching"," weight_loss,  yellowish_skin,  vomiting",0.65,0.812
Jaundice," fatigue,  weight_loss,  abdominal_pain,  vomiting"," high_fever, itching,  yellowish_skin",0.65,0.812
Jaundice," fatigue,  abdominal_pain,  yellowish_skin,  vomiting"," high_fever,  weight_loss, itching",0.65,0.812
Jaundice,"itching,  fatigue,  abdominal_pain,  vomiting"," high_fever,  weight_loss,  yellowish_skin",0.65,0.812
Jaundice," fatigue,  weight_loss,  abdominal_pain,  yellowish_skin"," high_fever, itching,  vomiting",0.65,0.812
Jaundice,"itching,  fatigue,  weight_loss,  abdominal_pain"," high_fever,  yellowish_skin,  vomiting",0.65,0.812
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin"," high_fever,  weight_loss,  vomiting",0.65,0.812
Jaundice," high_fever,  weight_loss,  abdominal_pain,  vomiting","itching,  fatigue,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  abdominal_pain,  yellowish_skin,  vomiting","itching,  fatigue,  weight_loss",0.65,0.812
Jaundice," high_fever,  abdominal_pain, itching,  vomiting"," fatigue,  weight_loss,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  weight_loss,  abdominal_pain,  yellowish_skin","itching,  fatigue,  vomiting",0.65,0.812
Jaundice," high_fever,  weight_loss,  abdominal_pain, itching"," fatigue,  yellowish_skin,  vomiting",0.65,0.812
Jaundice," high_fever,  abdominal_pain,  yellowish_skin, itching"," fatigue,  weight_loss,  vomiting",0.65,0.812
Jaundice," weight_loss,  abdominal_pain,  yellowish_skin,  vomiting"," high_fever,  fatigue, itching",0.65,0.812
Jaundice,"itching,  weight_loss,  abdominal_pain,  vomiting"," high_fever,  fatigue,  yellowish_skin",0.65,0.812
Jaundice,"itching,  abdominal_pain,  yellowish_skin,  vomiting"," high_fever,  fatigue,  weight_loss",0.65,0.812
Jaundice,"itching,  weight_loss,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue,  vomiting",0.65,0.812
Jaundice," high_fever,  fatigue,  weight_loss,  vomiting","itching,  abdominal_pain,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  fatigue,  yellowish_skin,  vomiting","itching,  weight_loss,  abdominal_pain",0.65,0.812
Jaundice," high_fever,  fatigue, itching,  vomiting"," weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  fatigue,  weight_loss,  yellowish_skin","itching,  abdominal_pain,  vomiting",0.65,0.812
Jaundice," high_fever,  fatigue,  weight_loss, itching"," abdominal_pain,  yellowish_skin,  vomiting",0.65,0.812
Jaundice," high_fever,  fatigue, itching,  yellowish_skin"," weight_loss,  abdominal_pain,  vomiting",0.65,0.812
Jaundice," fatigue,  weight_loss,  yellowish_skin,  vomiting"," high_fever,  abdominal_pain, itching",0.65,0.812
Jaundice,"itching,  fatigue,  weight_loss,  vomiting"," high_fever,  abdominal_pain,  yellowish_skin",0.65,0.812
Jaundice,"itching,  fatigue,  yellowish_skin,  vomiting"," high_fever,  weight_loss,  abdominal_pain",0.65,0.812
Jaundice,"itching,  fatigue,  weight_loss,  yellowish_skin"," high_fever,  abdominal_pain,  vomiting",0.65,0.812
Jaundice," high_fever,  weight_loss,  yellowish_skin,  vomiting","itching,  fatigue,  abdominal_pain",0.65,0.812
Jaundice," high_fever,  weight_loss, itching,  vomiting"," fatigue,  abdominal_pain,  yellowish_skin",0.65,0.812
Jaundice," high_fever, itching,  yellowish_skin,  vomiting"," fatigue,  weight_loss,  abdominal_pain",0.65,0.812
Jaundice," high_fever,  weight_loss, itching,  yellowish_skin"," fatigue,  abdominal_pain,  vomiting",0.65,0.812
Jaundice,"itching,  weight_loss,  yellowish_skin,  vomiting"," high_fever,  fatigue,  abdominal_pain",0.65,0.812
Jaundice," fatigue,  abdominal_pain,  high_fever,  weight_loss,  vomiting","itching,  yellowish_skin",0.65,0.867
Jaundice," fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting","itching,  weight_loss",0.65,0.867
Jaundice,"itching,  fatigue,  abdominal_pain,  high_fever,  vomiting"," weight_loss,  yellowish_skin",0.65,0.867
Jaundice," fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss","itching,  vomiting",0.65,0.867
Jaundice,"itching,  fatigue,  abdominal_pain,  high_fever,  weight_loss"," yellowish_skin,  vomiting",0.65,0.867
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever"," weight_loss,  vomiting",0.65,0.867
Jaundice," fatigue,  abdominal_pain,  yellowish_skin,  weight_loss,  vomiting"," high_fever, itching",0.65,0.867
Jaundice,"itching,  fatigue,  abdominal_pain,  weight_loss,  vomiting"," high_fever,  yellowish_skin",0.65,0.867
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  vomiting"," high_fever,  weight_loss",0.65,0.867
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  weight_loss"," high_fever,  vomiting",0.65,0.867
Jaundice," abdominal_pain,  yellowish_skin,  high_fever,  weight_loss,  vomiting","itching,  fatigue",0.65,0.867
Jaundice,"itching,  abdominal_pain,  high_fever,  weight_loss,  vomiting"," fatigue,  yellowish_skin",0.65,0.867
Jaundice,"itching,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting"," fatigue,  weight_loss",0.65,0.867
Jaundice,"itching,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss"," fatigue,  vomiting",0.65,0.867
Jaundice,"itching,  abdominal_pain,  yellowish_skin,  weight_loss,  vomiting"," high_fever,  fatigue",0.65,0.867
Jaundice," fatigue,  yellowish_skin,  high_fever,  weight_loss,  vomiting","itching,  abdominal_pain",0.65,0.867
Jaundice,"itching,  fatigue,  high_fever,  weight_loss,  vomiting"," abdominal_pain,  yellowish_skin",0.65,0.867
Jaundice,"itching,  fatigue,  yellowish_skin,  high_fever,  vomiting"," weight_loss,  abdominal_pain",0.65,0.867
Jaundice,"itching,  fatigue,  yellowish_skin,  high_fever,  weight_loss"," abdominal_pain,  vomiting",0.65,0.867
Jaundice,"itching,  fatigue,  yellowish_skin,  weight_loss,  vomiting"," high_fever,  abdominal_pain",0.65,0.867
Jaundice,"itching,  yellowish_skin,  high_fever,  weight_loss,  vomiting"," fatigue,  abdominal_pain",0.65,0.867
Jaundice," fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss,  vomiting",itching,0.65,0.929
Jaundice,"itching,  fatigue,  abdominal_pain,  high_fever,  weight_loss,  vomiting", yellowish_skin,0.65,0.929
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  vomiting", weight_loss,0.65,0.929
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss", vomiting,0.65,0.929
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  weight_loss,  vomiting", high_fever,0.65,0.929
Jaundice,"itching,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss,  vomiting", fatigue,0.65,0.929
Jaundice,"itching,  fatigue,  yellowish_skin,  high_fever,  weight_loss,  vomiting", abdominal_pain,0.65,0.929
Jaundice, abdominal_pain,"itching,  fatigue,  dark_urine,  yellowish_skin,  high_fever,  weight_loss",0.65,0.684
Jaundice, dark_urine,"itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.684
Jaundice, fatigue,"itching,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.684
Jaundice, high_fever,"itching,  fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  weight_loss",0.65,0.684
Jaundice, weight_loss,"itching,  fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever",0.65,0.684
Jaundice, yellowish_skin,"itching,  fatigue,  dark_urine,  abdominal_pain,  high_fever,  weight_loss",0.65,0.684
Jaundice,itching," fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.684
Jaundice," dark_urine,  abdominal_pain","itching,  fatigue,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," fatigue,  abdominal_pain","itching,  dark_urine,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," high_fever,  abdominal_pain","itching,  fatigue,  dark_urine,  yellowish_skin,  weight_loss",0.65,0.722
Jaundice," weight_loss,  abdominal_pain","itching,  fatigue,  dark_urine,  yellowish_skin,  high_fever",0.65,0.722
Jaundice," abdominal_pain,  yellowish_skin","itching,  fatigue,  dark_urine,  high_fever,  weight_loss",0.65,0.722
Jaundice,"itching,  abdominal_pain"," fatigue,  dark_urine,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," fatigue,  dark_urine","itching,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," high_fever,  dark_urine","itching,  fatigue,  abdominal_pain,  yellowish_skin,  weight_loss",0.65,0.722
Jaundice," weight_loss,  dark_urine","itching,  fatigue,  abdominal_pain,  yellowish_skin,  high_fever",0.65,0.722
Jaundice," dark_urine,  yellowish_skin","itching,  fatigue,  abdominal_pain,  high_fever,  weight_loss",0.65,0.722
Jaundice,"itching,  dark_urine"," fatigue,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," high_fever,  fatigue","itching,  dark_urine,  abdominal_pain,  yellowish_skin,  weight_loss",0.65,0.722
Jaundice," fatigue,  weight_loss","itching,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever",0.65,0.722
Jaundice," fatigue,  yellowish_skin","itching,  dark_urine,  abdominal_pain,  high_fever,  weight_loss",0.65,0.722
Jaundice,"itching,  fatigue"," dark_urine,  abdominal_pain,  yellowish_skin,  high_fever,  weight_loss",0.65,0.722
Jaundice," high_fever,  weight_loss","itching,  fatigue,  dark_urine,  abdominal_pain,  yellowish_skin",0.65,0.722
Jaundice," high_fever,  yellowish_skin","itching,  fatigue,  dark_urine,  abdominal_pain,  weight_loss",0.65,0.722
Jaundice," high_fever, itching"," fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  weight_loss",0.65,0.722
Jaundice," weight_loss,  yellowish_skin","itching,  fatigue,  dark_urine,  abdominal_pain,  high_fever",0.65,0.722
Jaundice,"itching,  weight_loss"," fatigue,  dark_urine,  abdominal_pain,  yellowish_skin,  high_fever",0.65,0.722
Jaundice,"itching,  yellowish_skin"," fatigue,  dark_urine,  abdominal_pain,  high_fever,  weight_loss",0.65,0.722
Jaundice," fatigue,  dark_urine,  abdominal_pain"," high_fever,  weight_loss, itching,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  dark_urine,  abdominal_pain","itching,  fatigue,  weight_loss,  yellowish_skin",0.65,0.765
Jaundice," weight_loss,  dark_urine,  abdominal_pain"," high_fever,  fatigue, itching,  yellowish_skin",0.65,0.765
Jaundice," dark_urine,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue,  weight_loss, itching",0.65,0.765
Jaundice,"itching,  dark_urine,  abdominal_pain"," high_fever,  fatigue,  weight_loss,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  fatigue,  abdominal_pain","itching,  weight_loss,  dark_urine,  yellowish_skin",0.65,0.765
Jaundice," fatigue,  weight_loss,  abdominal_pain"," high_fever,  dark_urine, itching,  yellowish_skin",0.65,0.765
Jaundice," fatigue,  abdominal_pain,  yellowish_skin"," high_fever,  weight_loss,  dark_urine, itching",0.65,0.765
Jaundice,"itching,  fatigue,  abdominal_pain"," high_fever,  weight_loss,  dark_urine,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  weight_loss,  abdominal_pain","itching,  fatigue,  dark_urine,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  abdominal_pain,  yellowish_skin","itching,  fatigue,  weight_loss,  dark_urine",0.65,0.765
Jaundice," high_fever,  abdominal_pain, itching"," fatigue,  weight_loss,  dark_urine,  yellowish_skin",0.65,0.765
Jaundice," weight_loss,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue,  dark_urine, itching",0.65,0.765
Jaundice,"itching,  weight_loss,  abdominal_pain"," high_fever,  fatigue,  dark_urine,  yellowish_skin",0.65,0.765
Jaundice,"itching,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue,  weight_loss,  dark_urine",0.65,0.765
Jaundice," high_fever,  fatigue,  dark_urine","itching,  weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," fatigue,  weight_loss,  dark_urine"," high_fever,  abdominal_pain,  yellowish_skin, itching",0.65,0.765
Jaundice," fatigue,  dark_urine,  yellowish_skin"," high_fever,  weight_loss,  abdominal_pain, itching",0.65,0.765
Jaundice,"itching,  fatigue,  dark_urine"," high_fever,  weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  weight_loss,  dark_urine","itching,  fatigue,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  dark_urine,  yellowish_skin","itching,  fatigue,  weight_loss,  abdominal_pain",0.65,0.765
Jaundice," high_fever,  dark_urine, itching"," fatigue,  weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," weight_loss,  dark_urine,  yellowish_skin"," high_fever,  fatigue,  abdominal_pain, itching",0.65,0.765
Jaundice,"itching,  weight_loss,  dark_urine"," high_fever,  fatigue,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice,"itching,  dark_urine,  yellowish_skin"," high_fever,  fatigue,  weight_loss,  abdominal_pain",0.65,0.765
Jaundice," high_fever,  fatigue,  weight_loss","itching,  dark_urine,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," high_fever,  fatigue,  yellowish_skin","itching,  weight_loss,  dark_urine,  abdominal_pain",0.65,0.765
Jaundice," high_fever,  fatigue, itching"," weight_loss,  dark_urine,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," fatigue,  weight_loss,  yellowish_skin"," high_fever,  dark_urine,  abdominal_pain, itching",0.65,0.765
Jaundice,"itching,  fatigue,  weight_loss"," high_fever,  dark_urine,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice,"itching,  fatigue,  yellowish_skin"," high_fever,  weight_loss,  dark_urine,  abdominal_pain",0.65,0.765
Jaundice," high_fever,  weight_loss,  yellowish_skin","itching,  fatigue,  dark_urine,  abdominal_pain",0.65,0.765
Jaundice," high_fever,  weight_loss, itching"," fatigue,  dark_urine,  abdominal_pain,  yellowish_skin",0.65,0.765
Jaundice," high_fever, itching,  yellowish_skin"," fatigue,  weight_loss,  dark_urine,  abdominal_pain",0.65,0.765
Jaundice,"itching,  weight_loss,  yellowish_skin"," high_fever,  fatigue,  dark_urine,  abdominal_pain",0.65,0.765
Jaundice," high_fever,  fatigue,  dark_urine,  abdominal_pain","itching,  weight_loss,  yellowish_skin",0.65,0.812
Jaundice," fatigue,  weight_loss,  dark_urine,  abdominal_pain"," high_fever, itching,  yellowish_skin",0.65,0.812
Jaundice," fatigue,  dark_urine,  abdominal_pain,  yellowish_skin"," high_fever,  weight_loss, itching",0.65,0.812
Jaundice,"itching,  fatigue,  dark_urine,  abdominal_pain"," high_fever,  weight_loss,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  weight_loss,  dark_urine,  abdominal_pain","itching,  fatigue,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  dark_urine,  abdominal_pain,  yellowish_skin","itching,  fatigue,  weight_loss",0.65,0.812
Jaundice," high_fever,  dark_urine,  abdominal_pain, itching"," fatigue,  weight_loss,  yellowish_skin",0.65,0.812
Jaundice," weight_loss,  dark_urine,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue, itching",0.65,0.812
Jaundice,"itching,  weight_loss,  dark_urine,  abdominal_pain"," high_fever,  fatigue,  yellowish_skin",0.65,0.812
Jaundice,"itching,  dark_urine,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue,  weight_loss",0.65,0.812
Jaundice," high_fever,  fatigue,  weight_loss,  abdominal_pain","itching,  dark_urine,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  fatigue,  abdominal_pain,  yellowish_skin","itching,  weight_loss,  dark_urine",0.65,0.812
Jaundice," high_fever,  fatigue,  abdominal_pain, itching"," weight_loss,  dark_urine,  yellowish_skin",0.65,0.812
Jaundice," fatigue,  weight_loss,  abdominal_pain,  yellowish_skin"," high_fever,  dark_urine, itching",0.65,0.812
Jaundice,"itching,  fatigue,  weight_loss,  abdominal_pain"," high_fever,  dark_urine,  yellowish_skin",0.65,0.812
Jaundice,"itching,  fatigue,  abdominal_pain,  yellowish_skin"," high_fever,  weight_loss,  dark_urine",0.65,0.812
Jaundice," high_fever,  weight_loss,  abdominal_pain,  yellowish_skin","itching,  fatigue,  dark_urine",0.65,0.812
Jaundice," high_fever,  weight_loss,  abdominal_pain, itching"," fatigue,  dark_urine,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  abdominal_pain,  yellowish_skin, itching"," fatigue,  weight_loss,  dark_urine",0.65,0.812
Jaundice,"itching,  weight_loss,  abdominal_pain,  yellowish_skin"," high_fever,  fatigue,  dark_urine",0.65,0.812
Jaundice," high_fever,  fatigue,  weight_loss,  dark_urine","itching,  abdominal_pain,  yellowish_skin",0.65,0.812
Jaundice," high_fever,  fatigue,  dark_urine,  yellowish_skin","itching,  weight_loss,  abdominal_pain",0.65,0.812
Jaundice," high_fever,  fatigue,  dark_urine, itching"," weight_loss,  abdominal_pain,  yellowish_skin",0.65,0.812
Jaundice," fatigue,  weight_loss,  dark_urine,  yellowish_skin"," high_fever,  abdominal_pain, itching",0.65,0.812
Jaundice,"itching,  fatigue,  weight_loss,  dark_urine"," high_fever,  abdominal_pain,  yellowish_skin",0.65,0.812
Jaundice,"itching,  fatigue,  dark_urine,  yellowish_skin"," high_fever,  weight_loss,  abdominal_pain",0.65,0.812
Jaundice," high_fever,  weight_loss,  dark_urine,  yellowish_skin","itching,  fatigue,  abdominal_pain",0.65,0.812
