disease,itemset_size,itemset,support
Jaundice,3," high_fever,  yellowish_skin, itching",0.85
Jaundice,3," fatigue,  weight_loss, itching",0.85
Jaundice,3," abdominal_pain,  dark_urine,  vomiting",0.85
Jaundice,3," vomiting,  yellowish_skin, itching",0.85
Jaundice,3," dark_urine,  fatigue,  vomiting",0.85
Jaundice,3," abdominal_pain,  high_fever, itching",0.85
Jaundice,3," dark_urine,  high_fever,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  yellowish_skin, itching",0.85
Jaundice,3," fatigue,  vomiting,  weight_loss",0.85
Jaundice,3," high_fever,  weight_loss,  yellowish_skin",0.85
Jaundice,3," high_fever,  weight_loss, itching",0.85
Jaundice,3," abdominal_pain,  dark_urine,  weight_loss",0.85
Jaundice,3," weight_loss,  yellowish_skin, itching",0.85
Jaundice,3," dark_urine,  weight_loss,  yellowish_skin",0.85
Jaundice,3," abdominal_pain,  weight_loss, itching",0.85
Jaundice,4," abdominal_pain,  fatigue,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  vomiting,  weight_loss, itching",0.8
Jaundice,4," fatigue,  high_fever,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  dark_urine,  vomiting, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  vomiting,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  vomiting, itching",0.8
Jaundice,4," dark_urine,  high_fever,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  high_fever,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever, itching",0.8
Jaundice,4," dark_urine,  fatigue,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  high_fever,  vomiting, itching",0.8
Jaundice,4," abdominal_pain,  high_fever,  vomiting,  yellowish_skin",0.8
Jaundice,4," fatigue,  high_fever,  vomiting,  yellowish_skin",0.8
Jaundice,4," dark_urine,  high_fever,  vomiting,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  high_fever,  vomiting, itching",0.8
Jaundice,4," high_fever,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  high_fever,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever,  vomiting",0.8
Jaundice,4," abdominal_pain,  high_fever,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  fatigue,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever,  weight_loss",0.8
Jaundice,4," abdominal_pain,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  vomiting,  weight_loss, itching",0.8
Jaundice,4," fatigue,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  dark_urine,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  vomiting, itching",0.8
Jaundice,4," abdominal_pain,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  fatigue,  vomiting,  yellowish_skin",0.8
Jaundice,4," dark_urine,  high_fever,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  high_fever,  weight_loss, itching",0.8
Jaundice,4," dark_urine,  fatigue,  vomiting,  weight_loss",0.8
Jaundice,4," vomiting,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  dark_urine,  vomiting,  weight_loss",0.8
Jaundice,4," fatigue,  vomiting,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever,  weight_loss",0.8
Jaundice,4," high_fever,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  weight_loss,  yellowish_skin",0.8
Jaundice,4," fatigue,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  weight_loss, itching",0.8
Jaundice,4," fatigue,  high_fever,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  high_fever,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever,  vomiting",0.8
Jaundice,4," high_fever,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," fatigue,  high_fever,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever,  vomiting",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  weight_loss",0.8
Jaundice,4," fatigue,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," fatigue,  high_fever,  vomiting, itching",0.8
Jaundice,4," high_fever,  vomiting,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever,  yellowish_skin",0.8
Jaundice,4," dark_urine,  high_fever,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  fatigue,  weight_loss, itching",0.8
Jaundice,4," dark_urine,  fatigue,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever,  weight_loss",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  high_fever",0.8
Jaundice,4," abdominal_pain,  dark_urine,  vomiting,  yellowish_skin",0.8
Jaundice,4," fatigue,  high_fever,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  vomiting",0.8
Jaundice,4," abdominal_pain,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  vomiting,  weight_loss, itching",0.8
Jaundice,4," fatigue,  high_fever,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  dark_urine,  vomiting, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  vomiting,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  vomiting, itching",0.8
Jaundice,4," dark_urine,  high_fever,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  high_fever,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever, itching",0.8
Jaundice,4," dark_urine,  fatigue,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  high_fever,  vomiting, itching",0.8
Jaundice,4," abdominal_pain,  high_fever,  vomiting,  yellowish_skin",0.8
Jaundice,4," fatigue,  high_fever,  vomiting,  yellowish_skin",0.8
Jaundice,4," dark_urine,  high_fever,  vomiting,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  high_fever,  vomiting, itching",0.8
Jaundice,4," high_fever,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  high_fever,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever,  vomiting",0.8
Jaundice,4," abdominal_pain,  high_fever,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  fatigue,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever,  weight_loss",0.8
Jaundice,4," abdominal_pain,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  vomiting,  weight_loss, itching",0.8
Jaundice,4," fatigue,  vomiting,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  dark_urine,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  vomiting, itching",0.8
Jaundice,4," abdominal_pain,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  fatigue,  vomiting,  yellowish_skin",0.8
Jaundice,4," dark_urine,  high_fever,  weight_loss,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  high_fever,  weight_loss, itching",0.8
Jaundice,4," dark_urine,  fatigue,  vomiting,  weight_loss",0.8
Jaundice,4," vomiting,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  dark_urine,  vomiting,  weight_loss",0.8
Jaundice,4," fatigue,  vomiting,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever,  weight_loss",0.8
Jaundice,4," high_fever,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  weight_loss,  yellowish_skin",0.8
Jaundice,4," fatigue,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  weight_loss, itching",0.8
Jaundice,4," fatigue,  high_fever,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  high_fever,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever,  vomiting",0.8
Jaundice,4," high_fever,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," fatigue,  high_fever,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever,  vomiting",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  weight_loss",0.8
Jaundice,4," fatigue,  weight_loss,  yellowish_skin, itching",0.8
Jaundice,4," fatigue,  high_fever,  vomiting, itching",0.8
Jaundice,4," high_fever,  vomiting,  weight_loss, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  high_fever,  yellowish_skin",0.8
Jaundice,4," dark_urine,  high_fever,  vomiting,  weight_loss",0.8
Jaundice,4," abdominal_pain,  fatigue,  weight_loss, itching",0.8
Jaundice,4," dark_urine,  fatigue,  weight_loss,  yellowish_skin",0.8
Jaundice,4," dark_urine,  fatigue,  high_fever,  weight_loss",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  yellowish_skin",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  high_fever",0.8
Jaundice,4," abdominal_pain,  dark_urine,  vomiting,  yellowish_skin",0.8
Jaundice,4," fatigue,  high_fever,  yellowish_skin, itching",0.8
Jaundice,4," dark_urine,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  dark_urine,  fatigue,  vomiting",0.8
Jaundice,4," abdominal_pain,  vomiting,  yellowish_skin, itching",0.8
Jaundice,4," abdominal_pain,  fatigue,  high_fever, itching",0.8
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  high_fever,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  vomiting,  weight_loss",0.75
Jaundice,5," high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  vomiting,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  vomiting, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," fatigue,  high_fever,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  vomiting,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  vomiting,  weight_loss",0.75
Jaundice,5," abdominal_pain,  fatigue,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," dark_urine,  fatigue,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss",0.75
Jaundice,5," dark_urine,  fatigue,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  vomiting,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  weight_loss,  yellowish_skin",0.75
Jaundice,5," fatigue,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  vomiting,  weight_loss",0.75
Jaundice,5," fatigue,  high_fever,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  fatigue,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  vomiting,  yellowish_skin",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  vomiting, itching",0.75
Jaundice,5," dark_urine,  high_fever,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  vomiting,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  vomiting,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever,  weight_loss",0.75
Jaundice,5," fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  dark_urine,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  vomiting, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  vomiting, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," dark_urine,  high_fever,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  weight_loss,  yellowish_skin",0.75
Jaundice,5," fatigue,  high_fever,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  high_fever,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  vomiting,  weight_loss",0.75
Jaundice,5," high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  vomiting,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  vomiting, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," fatigue,  high_fever,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  vomiting,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  vomiting,  weight_loss",0.75
Jaundice,5," abdominal_pain,  fatigue,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," dark_urine,  fatigue,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss",0.75
Jaundice,5," dark_urine,  fatigue,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  vomiting,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  weight_loss,  yellowish_skin",0.75
Jaundice,5," fatigue,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  vomiting,  weight_loss",0.75
Jaundice,5," fatigue,  high_fever,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  fatigue,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  vomiting,  yellowish_skin",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  vomiting, itching",0.75
Jaundice,5," dark_urine,  high_fever,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  vomiting,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  vomiting,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever,  weight_loss",0.75
Jaundice,5," fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," abdominal_pain,  dark_urine,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  vomiting, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  vomiting,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  vomiting, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  high_fever,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.75
Jaundice,5," dark_urine,  high_fever,  vomiting,  weight_loss, itching",0.75
Jaundice,5," dark_urine,  vomiting,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," abdominal_pain,  fatigue,  high_fever,  weight_loss,  yellowish_skin",0.75
Jaundice,5," fatigue,  high_fever,  weight_loss,  yellowish_skin, itching",0.75
Jaundice,5," dark_urine,  fatigue,  high_fever,  weight_loss, itching",0.75
Jaundice,5," abdominal_pain,  dark_urine,  fatigue,  high_fever,  yellowish_skin",0.75
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss",0.7
Jaundice,6," fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  fatigue,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  weight_loss,  yellowish_skin",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  high_fever,  vomiting,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss",0.7
Jaundice,6," fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  high_fever,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  fatigue,  vomiting,  weight_loss, itching",0.7
Jaundice,6," abdominal_pain,  fatigue,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," abdominal_pain,  dark_urine,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,6," dark_urine,  fatigue,  vomiting,  weight_loss,  yellowish_skin, itching",0.7
Jaundice,7," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting,  yellowish_skin, itching",0.65
Jaundice,7," abdominal_pain,  fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.65
Jaundice,7," abdominal_pain,  dark_urine,  fatigue,  high_fever,  weight_loss,  yellowish_skin, itching",0.65
Jaundice,7," abdominal_pain,  dark_urine,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.65
Jaundice,7," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin",0.65
Jaundice,7," dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss,  yellowish_skin, itching",0.65
Jaundice,7," abdominal_pain,  dark_urine,  fatigue,  high_fever,  vomiting,  weight_loss, itching",0.65
Jaundice,7," abdominal_pain,  dark_urine,  fatigue,  vomiting,  weight_loss,  yellowish_skin, itching",0.65
